GID_2,year,period,rainfall_mm,ndvi_value
MWI.20.1_1,2022,22,212.974449278,0.010502069
MWI.20.1_1,2023,0,170.704177845,0.023247247
MWI.20.1_1,2023,1,178.471337683,0.03460054
MWI.20.1_1,2023,2,193.21819358300002,0.03078873
MWI.20.1_1,2023,3,144.42056087699999,0.015976217
MWI.20.1_1,2023,4,365.45269851,0.08150351
MWI.20.1_1,2023,5,270.839276021,0.053201355
MWI.20.1_1,2023,6,122.123618425,0.08746057
MWI.20.1_1,2023,7,8.907997393,0.16971887
MWI.20.1_1,2023,8,2.069212478,0.199793651
MWI.20.1_1,2023,9,0.081958943,0.204531301
MWI.20.1_1,2023,10,0.40343773,0.20577752
MWI.20.1_1,2023,11,0.347206001,0.152455855
MWI.20.1_1,2023,12,0.072556315,0.131995915
MWI.20.1_1,2023,13,0.0,0.08872346
MWI.20.1_1,2023,14,0.106237484,0.102102555
MWI.20.1_1,2023,15,0.0,-0.01168557
MWI.20.1_1,2023,16,0.0,0.026245972
MWI.20.1_1,2023,17,0.046624562,0.025051429
MWI.20.1_1,2023,18,14.981951657,0.029317944
MWI.20.1_1,2023,19,20.126109619,0.014261638
MWI.20.1_1,2023,20,38.916907273,0.086252226
MWI.20.1_1,2023,21,41.582238859,0.118804572
MWI.20.1_1,2023,22,126.021146577,0.047652484
MWI.20.1_1,2024,0,220.152212748,0.019827136
MWI.20.1_1,2024,1,140.319998322,-0.00116635
MWI.20.1_1,2024,2,111.050183164,0.040331535
MWI.20.1_1,2024,3,187.422975648,0.036796236
MWI.20.1_1,2024,4,96.727357748,0.001681478
MWI.20.1_1,2024,5,58.955411849,0.052685465
MWI.20.1_1,2024,6,158.603547991,0.093479785
MWI.20.1_1,2024,7,13.436172807,0.235791262
MWI.20.1_1,2024,8,2.88197609,0.09687934
MWI.20.1_1,2024,9,0.256278713,0.276058437
MWI.20.1_1,2024,10,2.734947927,0.168136928
MWI.20.1_1,2024,11,0.102915694,0.125937925
MWI.20.1_1,2024,12,0.115302834,0.152814416
MWI.20.1_1,2024,13,0.0,0.114424337
MWI.20.1_1,2024,14,1.592249781,0.106116117
MWI.20.1_1,2024,15,2.690441733,0.115180176
MWI.20.1_1,2024,16,0.844101659,0.076242989
MWI.20.1_1,2024,17,1.6604227720000002,0.004457167
MWI.20.1_1,2024,18,35.558449748,0.083397387
MWI.20.1_1,2024,19,9.621554407,0.048705565
MWI.20.1_1,2024,20,44.329986674000004,0.099660123
MWI.20.1_1,2024,21,46.716787755,0.135854903
MWI.20.1_1,2024,22,43.211802216,0.040578701
MWI.20.1_1,2025,0,205.81998785800002,0.024808554
MWI.20.1_1,2025,1,224.041518646,0.037444381
MWI.20.1_1,2025,2,144.146287073,0.068063877
MWI.20.1_1,2025,3,70.56151434,0.019380186
MWI.20.2_1,2022,0,224.268296499,0.2355
MWI.20.2_1,2022,1,191.895634333,0.559735294
MWI.20.2_1,2022,2,243.781456284,0.621823529
MWI.20.2_1,2022,3,197.461807399,0.576817647
MWI.20.2_1,2022,4,176.002913134,0.552758824
MWI.20.2_1,2022,5,221.575153144,0.649870588
MWI.20.2_1,2022,6,283.285409518,0.641805882
MWI.20.2_1,2022,7,36.677610529999995,0.608105882
MWI.20.2_1,2022,8,2.420857735,0.604647059
MWI.20.2_1,2022,9,6.465958711000001,0.5061
MWI.20.2_1,2022,10,1.882029916,0.472411765
MWI.20.2_1,2022,11,0.7744856849999999,0.430923529
MWI.20.2_1,2022,12,0.0,0.475747059
MWI.20.2_1,2022,13,2.71739923,0.405911765
MWI.20.2_1,2022,14,0.537578854,0.366505882
MWI.20.2_1,2022,15,0.0,0.362070588
MWI.20.2_1,2022,16,1.6566095790000002,0.338088235
MWI.20.2_1,2022,17,0.012477608,0.323776471
MWI.20.2_1,2022,18,2.316129183,0.304152941
MWI.20.2_1,2022,19,6.688402099,0.302605882
MWI.20.2_1,2022,20,61.300051567,0.339452941
MWI.20.2_1,2022,21,80.601755287,0.387817647
MWI.20.2_1,2022,22,208.443649801,0.382576471
MWI.20.2_1,2023,0,179.978113959,0.414441176
MWI.20.2_1,2023,1,183.518197327,0.559629412
MWI.20.2_1,2023,2,196.11471295,0.585135294
MWI.20.2_1,2023,3,149.386639458,0.606005882
MWI.20.2_1,2023,4,313.69634979299997,0.645
MWI.20.2_1,2023,5,217.424896671,0.608882353
MWI.20.2_1,2023,6,95.802929549,0.647076471
MWI.20.2_1,2023,7,7.820907567,0.607441176
MWI.20.2_1,2023,8,6.864777625,0.562270588
MWI.20.2_1,2023,9,2.024766571,0.487158824
MWI.20.2_1,2023,10,0.433388463,0.463005882
MWI.20.2_1,2023,11,0.6675242429999999,0.415476471
MWI.20.2_1,2023,12,0.557403576,0.394170588
MWI.20.2_1,2023,13,0.041915569,0.376564706
MWI.20.2_1,2023,14,0.095491605,0.364864706
MWI.20.2_1,2023,15,0.0,0.337423529
MWI.20.2_1,2023,16,0.0,0.327464706
MWI.20.2_1,2023,17,0.023312281,0.325335294
MWI.20.2_1,2023,18,15.610315162,0.320788235
MWI.20.2_1,2023,19,19.055716459,0.360923529
MWI.20.2_1,2023,20,34.684651968,0.326623529
MWI.20.2_1,2023,21,41.363479384,0.368794118
MWI.20.2_1,2023,22,141.139242707,0.470458824
MWI.20.2_1,2024,0,226.916016393,0.078394118
MWI.20.2_1,2024,1,136.19791342,0.539158824
MWI.20.2_1,2024,2,107.059272912,0.5631
MWI.20.2_1,2024,3,181.603466975,0.577911765
MWI.20.2_1,2024,4,77.189311968,0.656435294
MWI.20.2_1,2024,5,56.382705529,0.660323529
MWI.20.2_1,2024,6,145.505283794,0.693576471
MWI.20.2_1,2024,7,9.73043314,0.627305882
MWI.20.2_1,2024,8,5.470008222000001,0.579535294
MWI.20.2_1,2024,9,1.3279619230000002,0.502929412
MWI.20.2_1,2024,10,4.770525262,0.475235294
MWI.20.2_1,2024,11,0.366245634,0.428394118
MWI.20.2_1,2024,12,0.6639960149999999,0.407282353
MWI.20.2_1,2024,13,0.0,0.381805882
MWI.20.2_1,2024,14,1.974585339,0.406541176
MWI.20.2_1,2024,15,3.079406443,0.358752941
MWI.20.2_1,2024,16,0.784604035,0.329223529
MWI.20.2_1,2024,17,1.8832363600000002,0.340176471
MWI.20.2_1,2024,18,37.862783500999996,0.3292
MWI.20.2_1,2024,19,8.512688442,0.309182353
MWI.20.2_1,2024,20,44.783143777,0.329652941
MWI.20.2_1,2024,21,56.147768076,0.312905882
MWI.20.2_1,2024,22,46.361758229,0.319376471
MWI.20.2_1,2025,0,207.383756484,0.290564706
MWI.20.2_1,2025,1,229.477368611,0.218729412
MWI.20.2_1,2025,2,145.180390631,0.545805882
MWI.20.2_1,2025,3,74.784660746,0.066111765
MWI.20.3_1,2022,0,230.298537332,0.338510382
MWI.20.3_1,2022,1,201.73246007900002,0.669039572
MWI.20.3_1,2022,2,250.433076917,0.566896043
MWI.20.3_1,2022,3,194.560569744,0.646866434
MWI.20.3_1,2022,4,187.613154496,0.427228864
MWI.20.3_1,2022,5,204.25203942,0.662880074
MWI.20.3_1,2022,6,186.374735054,0.502059171
MWI.20.3_1,2022,7,27.069457505000003,0.809068622
MWI.20.3_1,2022,8,3.581573799,0.787027281
MWI.20.3_1,2022,9,11.246685091,0.759168669
MWI.20.3_1,2022,10,1.608896474,0.754963315
MWI.20.3_1,2022,11,1.302118723,0.561523696
MWI.20.3_1,2022,12,0.0,0.705838687
MWI.20.3_1,2022,13,4.390481543,0.665514385
MWI.20.3_1,2022,14,0.0,0.653643948
MWI.20.3_1,2022,15,0.0,0.590677374
MWI.20.3_1,2022,16,1.74522822,0.538237011
MWI.20.3_1,2022,17,2.43e-07,0.473874674
MWI.20.3_1,2022,18,2.8261060259999997,0.411460289
MWI.20.3_1,2022,19,2.447400069,0.405771788
MWI.20.3_1,2022,20,71.416360263,0.486404097
MWI.20.3_1,2022,21,81.076306831,0.571297533
MWI.20.3_1,2022,22,203.912850305,0.381983613
MWI.20.3_1,2023,0,189.252050063,0.67700014
MWI.20.3_1,2023,1,188.56505699000002,0.469032263
MWI.20.3_1,2023,2,199.011232328,0.536584264
MWI.20.3_1,2023,3,154.352718039,0.70739041
MWI.20.3_1,2023,4,261.940001071,0.73157784
MWI.20.3_1,2023,5,164.01051733100002,0.457532263
MWI.20.3_1,2023,6,69.48224068100001,0.649599022
MWI.20.3_1,2023,7,6.733817742,0.791192924
MWI.20.3_1,2023,8,11.660342771,0.737700279
MWI.20.3_1,2023,9,3.967574198,0.732479981
MWI.20.3_1,2023,10,0.463339196,0.734357914
MWI.20.3_1,2023,11,0.987842485,0.700219413
MWI.20.3_1,2023,12,1.042250836,0.669690363
MWI.20.3_1,2023,13,0.083831138,0.621653678
MWI.20.3_1,2023,14,0.084745728,0.597592691
MWI.20.3_1,2023,15,0.0,0.548289106
MWI.20.3_1,2023,16,0.0,0.500586778
MWI.20.3_1,2023,17,0.0,0.44555135
MWI.20.3_1,2023,18,16.238678668,0.407808101
MWI.20.3_1,2023,19,17.985323295,0.506163594
MWI.20.3_1,2023,20,30.45239667,0.659031192
MWI.20.3_1,2023,21,41.144719921000004,0.643624115
MWI.20.3_1,2023,22,156.257338825,0.48999702
MWI.20.3_1,2024,0,233.679820079,0.17319027
MWI.20.3_1,2024,1,132.075828524,0.830064618
MWI.20.3_1,2024,2,103.06836263599999,0.816560847
MWI.20.3_1,2024,3,175.78395831,0.785577374
MWI.20.3_1,2024,4,57.651266196,0.566812989
MWI.20.3_1,2024,5,53.809999226,0.629941341
MWI.20.3_1,2024,6,132.40701956499998,0.765801629
MWI.20.3_1,2024,7,6.024693473,0.802782682
MWI.20.3_1,2024,8,8.058040354,0.743253631
MWI.20.3_1,2024,9,2.399645133,0.751046508
MWI.20.3_1,2024,10,6.806102635,0.714921601
MWI.20.3_1,2024,11,0.629575573,0.673114665
MWI.20.3_1,2024,12,1.212689197,0.662756378
MWI.20.3_1,2024,13,0.0,0.62704162
MWI.20.3_1,2024,14,2.356920898,0.576823743
MWI.20.3_1,2024,15,3.4683711550000003,0.570599581
MWI.20.3_1,2024,16,0.725106411,0.511403073
MWI.20.3_1,2024,17,2.1060499480000003,0.438383566
MWI.20.3_1,2024,18,40.167117255,0.435091015
MWI.20.3_1,2024,19,7.403822477,0.485813082
MWI.20.3_1,2024,20,45.236300872,0.586400931
MWI.20.3_1,2024,21,65.578748386,0.58926527
MWI.20.3_1,2024,22,49.511714249,0.651253538
MWI.20.3_1,2025,0,208.947525149,0.517805912
MWI.20.3_1,2025,1,234.913218573,0.551912477
MWI.20.3_1,2025,2,146.214494204,0.634054888
MWI.20.3_1,2025,3,78.793228512,0.727500559
MWI.20.4_1,2022,0,231.445788174,0.208320579
MWI.20.4_1,2022,1,174.570721559,0.627685366
MWI.20.4_1,2022,2,231.763998583,0.314983994
MWI.20.4_1,2022,3,206.631225109,0.46431936
MWI.20.4_1,2022,4,158.449624,0.40118125
MWI.20.4_1,2022,5,210.991299343,0.742803963
MWI.20.4_1,2022,6,340.48711772,0.338306098
MWI.20.4_1,2022,7,97.843213838,0.699355488
MWI.20.4_1,2022,8,16.482918459,0.713346494
MWI.20.4_1,2022,9,5.964053547000001,0.691646037
MWI.20.4_1,2022,10,0.07796895200000001,0.594219055
MWI.20.4_1,2022,11,0.713240231,0.238216921
MWI.20.4_1,2022,12,0.821979859,0.694605335
MWI.20.4_1,2022,13,7.9493201760000005,0.636739939
MWI.20.4_1,2022,14,0.0,0.61323125
MWI.20.4_1,2022,15,0.0,0.580948018
MWI.20.4_1,2022,16,2.1523669180000002,0.542307774
MWI.20.4_1,2022,17,0.409798257,0.502234451
MWI.20.4_1,2022,18,4.113741707000001,0.446905945
MWI.20.4_1,2022,19,1.016739144,0.43780564
MWI.20.4_1,2022,20,44.145093359,0.48691814
MWI.20.4_1,2022,21,89.195015229,0.513628506
MWI.20.4_1,2022,22,242.74054672,0.378606707
MWI.20.4_1,2023,0,193.815404887,0.608499695
MWI.20.4_1,2023,1,173.16309691700002,0.591280488
MWI.20.4_1,2023,2,179.377094549,0.747519207
MWI.20.4_1,2023,3,143.078559424,0.777898628
MWI.20.4_1,2023,4,235.12726100499998,0.62689939
MWI.20.4_1,2023,5,237.928910208,0.537065701
MWI.20.4_1,2023,6,124.550709,0.371819055
MWI.20.4_1,2023,7,0.645244486,0.774982165
MWI.20.4_1,2023,8,22.341195332,0.68186311
MWI.20.4_1,2023,9,1.8659290990000001,0.714053659
MWI.20.4_1,2023,10,0.0,0.698536738
MWI.20.4_1,2023,11,0.315121903,0.65171875
MWI.20.4_1,2023,12,0.0,0.627662348
MWI.20.4_1,2023,13,0.945935418,0.595233689
MWI.20.4_1,2023,14,0.993500092,0.596893902
MWI.20.4_1,2023,15,0.0,0.54043125
MWI.20.4_1,2023,16,0.09331875,0.518474085
MWI.20.4_1,2023,17,0.0,0.476949238
MWI.20.4_1,2023,18,14.590771398,0.429654268
MWI.20.4_1,2023,19,13.507975577,0.421999848
MWI.20.4_1,2023,20,32.322685297,0.54152561
MWI.20.4_1,2023,21,53.97424024,0.602087195
MWI.20.4_1,2023,22,127.264670206,0.556846646
MWI.20.4_1,2024,0,195.686840834,0.224766768
MWI.20.4_1,2024,1,147.448300091,0.814813567
MWI.20.4_1,2024,2,131.904344315,0.81328003
MWI.20.4_1,2024,3,184.754667397,0.6790625
MWI.20.4_1,2024,4,101.518351553,0.627087957
MWI.20.4_1,2024,5,39.660276077000006,0.266725915
MWI.20.4_1,2024,6,183.707122793,0.660928659
MWI.20.4_1,2024,7,2.471520817,0.778439634
MWI.20.4_1,2024,8,18.036316662,0.721764482
MWI.20.4_1,2024,9,0.863067024,0.735857165
MWI.20.4_1,2024,10,1.572441048,0.664461433
MWI.20.4_1,2024,11,0.0,0.644769817
MWI.20.4_1,2024,12,0.31511643300000003,0.633296341
MWI.20.4_1,2024,13,0.0,0.592544817
MWI.20.4_1,2024,14,2.28315896334,0.551822713
MWI.20.4_1,2024,15,3.838745623,0.523546037
MWI.20.4_1,2024,16,0.948937584,0.48915503
MWI.20.4_1,2024,17,1.886618451,0.45868064
MWI.20.4_1,2024,18,46.523382745999996,0.464232317
MWI.20.4_1,2024,19,1.48682656,0.438133841
MWI.20.4_1,2024,20,80.837233699,0.48731936
MWI.20.4_1,2024,21,75.333747055,0.541503659
MWI.20.4_1,2024,22,33.79542811099999,0.645687652
MWI.20.4_1,2025,0,197.743760824,0.635866921
MWI.20.4_1,2025,1,228.36186567800002,0.386147561
MWI.20.4_1,2025,2,137.611308051,0.640996037
MWI.20.4_1,2025,3,59.779826721,0.592428506
MWI.20.5_1,2022,0,240.473499475,0.131164901
MWI.20.5_1,2022,1,189.557617505,0.600403311
MWI.20.5_1,2022,2,236.359993628,0.588909272
MWI.20.5_1,2022,3,169.329838426,0.632227152
MWI.20.5_1,2022,4,170.76983482,0.453443046
MWI.20.5_1,2022,5,153.78237152,0.683578808
MWI.20.5_1,2022,6,252.59225211999998,0.675121854
MWI.20.5_1,2022,7,37.763129549,0.636184106
MWI.20.5_1,2022,8,11.191612085000001,0.63449404
MWI.20.5_1,2022,9,18.032786686999998,0.625821854
MWI.20.5_1,2022,10,0.0,0.533905298
MWI.20.5_1,2022,11,3.108064651,0.506198013
MWI.20.5_1,2022,12,0.0,0.506800662
MWI.20.5_1,2022,13,3.237419764,0.474468212
MWI.20.5_1,2022,14,0.0,0.44374702
MWI.20.5_1,2022,15,0.0,0.414108609
MWI.20.5_1,2022,16,0.839654028,0.3761
MWI.20.5_1,2022,17,9.38e-08,0.346723841
MWI.20.5_1,2022,18,0.0,0.321617881
MWI.20.5_1,2022,19,14.099265416,0.321398013
MWI.20.5_1,2022,20,68.185559904,0.347095364
MWI.20.5_1,2022,21,82.01999409999999,0.3658
MWI.20.5_1,2022,22,191.689962695,0.233530464
MWI.20.5_1,2023,0,188.245538705,0.387142384
MWI.20.5_1,2023,1,184.837581006,0.40862053
MWI.20.5_1,2023,2,171.497143126,0.596887417
MWI.20.5_1,2023,3,133.243665217,0.633508609
MWI.20.5_1,2023,4,295.847346618,0.66140596
MWI.20.5_1,2023,5,207.472757981,0.543493377
MWI.20.5_1,2023,6,100.35567728999999,0.704871523
MWI.20.5_1,2023,7,6.499044895,0.615596026
MWI.20.5_1,2023,8,22.010275523,0.59295298
MWI.20.5_1,2023,9,6.256070455,0.538633113
MWI.20.5_1,2023,10,0.0,0.522976159
MWI.20.5_1,2023,11,2.963776588,0.465272848
MWI.20.5_1,2023,12,3.253276189,0.446887417
MWI.20.5_1,2023,13,0.0,0.423606623
MWI.20.5_1,2023,14,0.0,0.400525828
MWI.20.5_1,2023,15,0.0,0.371050993
MWI.20.5_1,2023,16,0.0,0.359284768
MWI.20.5_1,2023,17,0.0,0.348552318
MWI.20.5_1,2023,18,13.30699412,0.315405298
MWI.20.5_1,2023,19,21.088974795,0.35262649
MWI.20.5_1,2023,20,38.104043319,0.370040397
MWI.20.5_1,2023,21,39.634110128,0.43541457
MWI.20.5_1,2023,22,140.417822993,0.517270861
MWI.20.5_1,2024,0,244.588108984,0.248970199
MWI.20.5_1,2024,1,147.241827965,0.641154305
MWI.20.5_1,2024,2,87.199365782,0.659307285
MWI.20.5_1,2024,3,164.722500792,0.576507285
MWI.20.5_1,2024,4,42.342538831,0.629315894
MWI.20.5_1,2024,5,86.36344654999999,0.680856954
MWI.20.5_1,2024,6,89.035380838,0.686468874
MWI.20.5_1,2024,7,8.025297165,0.666616556
MWI.20.5_1,2024,8,23.285734813,0.590625166
MWI.20.5_1,2024,9,2.126327833,0.561076159
MWI.20.5_1,2024,10,8.361395836,0.520731126
MWI.20.5_1,2024,11,2.8475220990000003,0.466201987
MWI.20.5_1,2024,12,3.134678205,0.453157616
MWI.20.5_1,2024,13,0.0,0.420188079
MWI.20.5_1,2024,14,1.916127594,0.393034437
MWI.20.5_1,2024,15,2.3954763189999997,0.37504106
MWI.20.5_1,2024,16,0.080138877,0.348517881
MWI.20.5_1,2024,17,1.4730915809999998,0.33624702
MWI.20.5_1,2024,18,38.27583313,0.333903974
MWI.20.5_1,2024,19,0.837868532,0.318276821
MWI.20.5_1,2024,20,47.51755698699999,0.343137748
MWI.20.5_1,2024,21,56.450353941,0.336274172
MWI.20.5_1,2024,22,43.395148284,0.358568874
MWI.20.5_1,2025,0,218.163669424,0.467486755
MWI.20.5_1,2025,1,220.14215088199998,0.274990728
MWI.20.5_1,2025,2,138.130181315,0.614
MWI.20.5_1,2025,3,61.868334147,0.265266225
MWI.20.6_1,2022,0,209.557298546,0.224458681
MWI.20.6_1,2022,1,187.862637313,0.529423611
MWI.20.6_1,2022,2,216.171871377,0.466141667
MWI.20.6_1,2022,3,191.043590736,0.638443403
MWI.20.6_1,2022,4,135.65790749500002,0.628076389
MWI.20.6_1,2022,5,163.20311971,0.657914931
MWI.20.6_1,2022,6,64.59109039,0.665985069
MWI.20.6_1,2022,7,4.952063465,0.726973958
MWI.20.6_1,2022,8,5.723465681,0.620101389
MWI.20.6_1,2022,9,12.132499456,0.572325347
MWI.20.6_1,2022,10,4.036744929,0.536783333
MWI.20.6_1,2022,11,0.0,0.457504861
MWI.20.6_1,2022,12,0.0,0.460220486
MWI.20.6_1,2022,13,2.187719464,0.434404167
MWI.20.6_1,2022,14,0.0,0.39339375
MWI.20.6_1,2022,15,0.0,0.354570139
MWI.20.6_1,2022,16,1.856289685,0.319894097
MWI.20.6_1,2022,17,8.34e-07,0.298634722
MWI.20.6_1,2022,18,0.0,0.283806944
MWI.20.6_1,2022,19,15.350982666,0.290821875
MWI.20.6_1,2022,20,54.923137382,0.317282986
MWI.20.6_1,2022,21,74.356111907,0.316737847
MWI.20.6_1,2022,22,130.65346030999999,0.479502431
MWI.20.6_1,2023,0,155.214068313,0.467060764
MWI.20.6_1,2023,1,197.989665225,0.591639236
MWI.20.6_1,2023,2,175.761680803,0.743367361
MWI.20.6_1,2023,3,135.64924393200002,0.622418403
MWI.20.6_1,2023,4,197.560609903,0.683314236
MWI.20.6_1,2023,5,140.733499716,0.577498611
MWI.20.6_1,2023,6,25.073896791,0.528141667
MWI.20.6_1,2023,7,0.384174442,0.696586458
MWI.20.6_1,2023,8,15.637124253,0.595647569
MWI.20.6_1,2023,9,2.7384324070000003,0.543161806
MWI.20.6_1,2023,10,0.230065536,0.514784028
MWI.20.6_1,2023,11,0.0,0.465016319
MWI.20.6_1,2023,12,0.0,0.441315625
MWI.20.6_1,2023,13,0.288809061,0.413530556
MWI.20.6_1,2023,14,1.297629547,0.369416319
MWI.20.6_1,2023,15,0.0,0.344634375
MWI.20.6_1,2023,16,0.0,0.330245139
MWI.20.6_1,2023,17,0.0,0.309313889
MWI.20.6_1,2023,18,15.941957563999999,0.302980903
MWI.20.6_1,2023,19,15.601861011,0.333422569
MWI.20.6_1,2023,20,14.008774233,0.332361806
MWI.20.6_1,2023,21,27.821101284,0.346423611
MWI.20.6_1,2023,22,145.391199305,0.364485417
MWI.20.6_1,2024,0,246.313213368,0.240317014
MWI.20.6_1,2024,1,105.788666246,0.617495486
MWI.20.6_1,2024,2,84.54479704,0.707421528
MWI.20.6_1,2024,3,157.652825917,0.693744097
MWI.20.6_1,2024,4,61.819504596,0.692559722
MWI.20.6_1,2024,5,18.219505977,0.676582292
MWI.20.6_1,2024,6,63.093224531000004,0.659529167
MWI.20.6_1,2024,7,3.459128571,0.622676042
MWI.20.6_1,2024,8,12.281709623,0.541160764
MWI.20.6_1,2024,9,3.17693162,0.514086458
MWI.20.6_1,2024,10,4.68734932,0.478729167
MWI.20.6_1,2024,11,2.946653557,0.432233333
MWI.20.6_1,2024,12,0.0,0.422591667
MWI.20.6_1,2024,13,0.0,0.380861111
MWI.20.6_1,2024,14,2.985030877,0.3471375
MWI.20.6_1,2024,15,3.98683958,0.344686806
MWI.20.6_1,2024,16,1.198719549,0.306986111
MWI.20.6_1,2024,17,2.066326108,0.293338194
MWI.20.6_1,2024,18,37.201427075,0.290364583
MWI.20.6_1,2024,19,9.711264038,0.286471181
MWI.20.6_1,2024,20,35.974827860000005,0.302933333
MWI.20.6_1,2024,21,43.365304188,0.301028472
MWI.20.6_1,2024,22,46.762783816,0.306551736
MWI.20.6_1,2025,0,205.46119485399998,0.232950347
MWI.20.6_1,2025,1,260.082544095,0.312101389
MWI.20.6_1,2025,2,124.779767222,0.678027778
MWI.20.6_1,2025,3,87.829017423,0.697566667
MWI.20.7_1,2022,0,204.07022060100002,0.418784562
MWI.20.7_1,2022,1,157.069222455,0.612010987
MWI.20.7_1,2022,2,204.97394354300002,0.53303032
MWI.20.7_1,2022,3,159.11647562000002,0.64511975
MWI.20.7_1,2022,4,120.825007521,0.448146314
MWI.20.7_1,2022,5,167.34337165,0.715601808
MWI.20.7_1,2022,6,227.102068085,0.661473157
MWI.20.7_1,2022,7,42.45285935500001,0.666855772
MWI.20.7_1,2022,8,15.863414894000002,0.637060362
MWI.20.7_1,2022,9,3.304183829,0.649965508
MWI.20.7_1,2022,10,0.109464041,0.582214604
MWI.20.7_1,2022,11,0.229587045,0.514278164
MWI.20.7_1,2022,12,0.0,0.524425174
MWI.20.7_1,2022,13,5.049898494000001,0.495760779
MWI.20.7_1,2022,14,0.0,0.456041168
MWI.20.7_1,2022,15,0.0,0.429340334
MWI.20.7_1,2022,16,1.464634852,0.406296106
MWI.20.7_1,2022,17,0.0,0.386134631
MWI.20.7_1,2022,18,2.181389115,0.364296662
MWI.20.7_1,2022,19,0.23673244,0.352600278
MWI.20.7_1,2022,20,46.654782381000004,0.411483588
MWI.20.7_1,2022,21,73.45439462,0.417243811
MWI.20.7_1,2022,22,214.450566555,0.347453686
MWI.20.7_1,2023,0,164.706056255,0.486781641
MWI.20.7_1,2023,1,147.235736559,0.545516134
MWI.20.7_1,2023,2,160.63499311799998,0.650684562
MWI.20.7_1,2023,3,113.932463236,0.65686968
MWI.20.7_1,2023,4,246.432179192,0.665389152
MWI.20.7_1,2023,5,187.574088465,0.666497636
MWI.20.7_1,2023,6,62.021187522,0.638632406
MWI.20.7_1,2023,7,2.9245221399999997,0.664087483
MWI.20.7_1,2023,8,17.306104173,0.593242003
MWI.20.7_1,2023,9,1.705812433,0.568056328
MWI.20.7_1,2023,10,0.0,0.542193185
MWI.20.7_1,2023,11,0.0,0.494282615
MWI.20.7_1,2023,12,0.0,0.477758832
MWI.20.7_1,2023,13,0.24021205,0.452597218
MWI.20.7_1,2023,14,0.245258006,0.447365925
MWI.20.7_1,2023,15,0.0,0.409479833
MWI.20.7_1,2023,16,0.0,0.405039221
MWI.20.7_1,2023,17,0.0,0.39895007
MWI.20.7_1,2023,18,12.486420718000002,0.36212726
MWI.20.7_1,2023,19,13.927982494,0.383663839
MWI.20.7_1,2023,20,30.447982789,0.449418637
MWI.20.7_1,2023,21,42.713970529,0.543564534
MWI.20.7_1,2023,22,106.90517702599999,0.567118915
MWI.20.7_1,2024,0,190.239122222,0.174043255
MWI.20.7_1,2024,1,135.782867082,0.647400556
MWI.20.7_1,2024,2,119.196957589,0.656327955
MWI.20.7_1,2024,3,138.422691212,0.646503894
MWI.20.7_1,2024,4,60.951916174000004,0.624578164
MWI.20.7_1,2024,5,39.4209606,0.631132406
MWI.20.7_1,2024,6,126.110237113,0.676788039
MWI.20.7_1,2024,7,0.687685836,0.673066898
MWI.20.7_1,2024,8,22.003883292,0.616238943
MWI.20.7_1,2024,9,2.019985025,0.582956467
MWI.20.7_1,2024,10,1.140864648,0.550124339
MWI.20.7_1,2024,11,0.0,0.501671627
MWI.20.7_1,2024,12,0.0,0.48129847
MWI.20.7_1,2024,13,0.0,0.450271349
MWI.20.7_1,2024,14,1.936793963,0.424740334
MWI.20.7_1,2024,15,2.980787445,0.409392907
MWI.20.7_1,2024,16,0.564432729,0.398813352
MWI.20.7_1,2024,17,1.493660576,0.380318498
MWI.20.7_1,2024,18,36.852566117,0.388936718
MWI.20.7_1,2024,19,7.681036342,0.383355772
MWI.20.7_1,2024,20,44.999079331999994,0.423005702
MWI.20.7_1,2024,21,48.601701153,0.412928651
MWI.20.7_1,2024,22,32.136653809,0.440276495
MWI.20.7_1,2025,0,175.86273779,0.49397872
MWI.20.7_1,2025,1,213.203503452,0.311872045
MWI.20.7_1,2025,2,121.312700968,0.653503338
MWI.20.7_1,2025,3,52.348870279,0.546188595
MWI.20.8_1,2022,0,231.91503513700002,0.297310078
MWI.20.8_1,2022,1,200.28771333,0.572863307
MWI.20.8_1,2022,2,243.528112241,0.536268734
MWI.20.8_1,2022,3,176.805138591,0.581458656
MWI.20.8_1,2022,4,166.514708119,0.54072584
MWI.20.8_1,2022,5,196.45878410400002,0.653289406
MWI.20.8_1,2022,6,273.20818327,0.674904134
MWI.20.8_1,2022,7,36.634665405999996,0.623997674
MWI.20.8_1,2022,8,6.246152242,0.596776486
MWI.20.8_1,2022,9,9.549766183,0.588931266
MWI.20.8_1,2022,10,2.331561406,0.502349354
MWI.20.8_1,2022,11,3.7519505819999996,0.477975969
MWI.20.8_1,2022,12,0.0,0.497338243
MWI.20.8_1,2022,13,2.53491958,0.44030491
MWI.20.8_1,2022,14,0.0,0.409156848
MWI.20.8_1,2022,15,0.0,0.379782946
MWI.20.8_1,2022,16,0.667328472,0.351324289
MWI.20.8_1,2022,17,1.97e-07,0.332466667
MWI.20.8_1,2022,18,0.0,0.310812403
MWI.20.8_1,2022,19,7.039259593,0.312658915
MWI.20.8_1,2022,20,65.406995463,0.349916279
MWI.20.8_1,2022,21,77.54231452,0.373415762
MWI.20.8_1,2022,22,168.474372875,0.253336434
MWI.20.8_1,2023,0,196.880818541,0.352662532
MWI.20.8_1,2023,1,189.461623174,0.370419897
MWI.20.8_1,2023,2,181.831940346,0.57710646
MWI.20.8_1,2023,3,135.12640762799998,0.592175711
