UID,GID_2,DATE,RAINFALL_MM,NDVI_VALUE,LST_VALUE,FARMING_WARNING_SYS,DROUGHT_LEVELS,COMPOSITE_VUL_INDEX
MWI.15.7_1_4/23/2023,MWI.15.7_1,4/23/2023,0,0.645265287,28.74843678,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.15.8_1_4/23/2023,MWI.15.8_1,4/23/2023,0,0.672331618,28.03647059,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.16.1_1_4/23/2023,MWI.16.1_1,4/23/2023,0,0.705995429,28.4188,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.16.2_1_4/23/2023,MWI.16.2_1,4/23/2023,0,0.6925875,26.77125,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.16.3_1_4/23/2023,MWI.16.3_1,4/23/2023,0,0.692503152,27.67280802,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.16.4_1_4/23/2023,MWI.16.4_1,4/23/2023,0,0.746469096,26.24883382,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.17.1_1_4/23/2023,MWI.17.1_1,4/23/2023,0,0.546175,26.77666667,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.17.2_1_4/23/2023,MWI.17.2_1,4/23/2023,0,0.56184,22.90324324,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.17.3_1_4/23/2023,MWI.17.3_1,4/23/2023,0,0.707160541,25.05508108,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.17.4_1_4/23/2023,MWI.17.4_1,4/23/2023,0,0.680657541,24.15868352,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.17.5_1_4/23/2023,MWI.17.5_1,4/23/2023,0,0.703880642,24.13964158,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.17.6_1_4/23/2023,MWI.17.6_1,4/23/2023,0,0.614178713,26.96370102,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.17.7_1_4/23/2023,MWI.17.7_1,4/23/2023,0,0.584467255,27.76860191,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.17.8_1_4/23/2023,MWI.17.8_1,4/23/2023,0,0.609023556,25.35967157,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.17.9_1_4/23/2023,MWI.17.9_1,4/23/2023,0,0.641718919,26.55185328,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.17.10_1_4/23/2023,MWI.17.10_1,4/23/2023,0,0.673112505,25.01739879,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.17.11_1_4/23/2023,MWI.17.11_1,4/23/2023,0,0.669419499,24.50047786,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.17.12_1_4/23/2023,MWI.17.12_1,4/23/2023,0,0.584962145,27.56539432,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.17.13_1_4/23/2023,MWI.17.13_1,4/23/2023,0,0.747951913,24.66355191,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.18.1_1_4/23/2023,MWI.18.1_1,4/23/2023,0,0.762672222,26.92222222,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.18.2_1_4/23/2023,MWI.18.2_1,4/23/2023,0,0.762277517,24.51060403,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.18.3_1_4/23/2023,MWI.18.3_1,4/23/2023,0,0.715080444,27.98075556,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.18.4_1_4/23/2023,MWI.18.4_1,4/23/2023,0,0.709482957,26.110401,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.18.5_1_4/23/2023,MWI.18.5_1,4/23/2023,0,0.71999798,27.86454545,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.19.1_1_4/23/2023,MWI.19.1_1,4/23/2023,0,0.201248887,24.42035675,Monitoring: Stable conditions,EMERGENCY: Extreme drought,61
MWI.19.2_1_4/23/2023,MWI.19.2_1,4/23/2023,0,0.710470175,25.10863636,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.19.3_1_4/23/2023,MWI.19.3_1,4/23/2023,0,0.757954455,24.44859296,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.19.4_1_4/23/2023,MWI.19.4_1,4/23/2023,0,0.691163846,22.64134615,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.19.5_1_4/23/2023,MWI.19.5_1,4/23/2023,0,0.795767657,22.2430888,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.19.6_1_4/23/2023,MWI.19.6_1,4/23/2023,0,0.772265737,24.65171674,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.19.7_1_4/23/2023,MWI.19.7_1,4/23/2023,0,0.780921248,22.7470318,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.19.8_1_4/23/2023,MWI.19.8_1,4/23/2023,0,0.711444898,23.47081633,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.19.9_1_4/23/2023,MWI.19.9_1,4/23/2023,0,0.688965631,22.84357002,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.19.10_1_4/23/2023,MWI.19.10_1,4/23/2023,0,0.646539024,25.51417021,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.20.1_1_4/23/2023,MWI.20.1_1,4/23/2023,0,0.16971887,24.34882521,Monitoring: Stable conditions,EMERGENCY: Extreme drought,70
MWI.20.2_1_4/23/2023,MWI.20.2_1,4/23/2023,0.036222739,0.607441176,25.89235294,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.20.3_1_4/23/2023,MWI.20.3_1,4/23/2023,0.072445479,0.791192924,24.633,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.20.4_1_4/23/2023,MWI.20.4_1,4/23/2023,0,0.774982165,23.34311148,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.20.5_1_4/23/2023,MWI.20.5_1,4/23/2023,0,0.615596026,26.17527778,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.20.6_1_4/23/2023,MWI.20.6_1,4/23/2023,0,0.696586458,28.33659722,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.20.7_1_4/23/2023,MWI.20.7_1,4/23/2023,0,0.664087483,26.35122392,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.20.8_1_4/23/2023,MWI.20.8_1,4/23/2023,0,0.617431266,27.18844961,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.20.9_1_4/23/2023,MWI.20.9_1,4/23/2023,0,0.664507057,28.03818543,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.21.1_1_4/23/2023,MWI.21.1_1,4/23/2023,0.504109065,0.750788647,27.88623188,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.21.2_1_4/23/2023,MWI.21.2_1,4/23/2023,1.051293929,0.609878947,29.16368421,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.21.3_1_4/23/2023,MWI.21.3_1,4/23/2023,1.598478794,0.738433333,27.21615385,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.21.4_1_4/23/2023,MWI.21.4_1,4/23/2023,0,0.620027034,30.01755906,Monitoring: Stable conditions,EMERGENCY: Extreme drought,55
MWI.21.5_1_4/23/2023,MWI.21.5_1,4/23/2023,0,0.567865116,31.11930233,Monitoring: Stable conditions,EMERGENCY: Extreme drought,55
MWI.21.6_1_4/23/2023,MWI.21.6_1,4/23/2023,0,0.756999405,27.10059524,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.21.7_1_4/23/2023,MWI.21.7_1,4/23/2023,0,0.627353027,28.68748184,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.21.8_1_4/23/2023,MWI.21.8_1,4/23/2023,1.545410514,0.669932018,28.57684211,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.21.9_1_4/23/2023,MWI.21.9_1,4/23/2023,1.883826733,0.704571831,28.13394366,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.21.10_1_4/23/2023,MWI.21.10_1,4/23/2023,6.106121063,0.598605376,28.23344086,Monitoring: Stable conditions,WATCH: Moderate drought,32
MWI.21.11_1_4/23/2023,MWI.21.11_1,4/23/2023,2.060403824,0.696367308,28.64432692,Monitoring: Stable conditions,ALERT: Severe drought,40
MWI.22.1_1_4/23/2023,MWI.22.1_1,4/23/2023,1.030201912,0.61808,26.478,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.22.2_1_4/23/2023,MWI.22.2_1,4/23/2023,0,0.708281905,26.94847619,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.22.3_1_4/23/2023,MWI.22.3_1,4/23/2023,0,0.714138845,27.86107588,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.22.4_1_4/23/2023,MWI.22.4_1,4/23/2023,0,0.70387131,27.35411277,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.22.7_1_4/23/2023,MWI.22.7_1,4/23/2023,0,0.717665667,27.50386667,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.22.8_1_4/23/2023,MWI.22.8_1,4/23/2023,0,0.672223327,25.58464503,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.22.9_1_4/23/2023,MWI.22.9_1,4/23/2023,0,0.709910274,26.2580137,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.22.10_1_4/23/2023,MWI.22.10_1,4/23/2023,0,0.689649093,27.22112455,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.23.1_1_4/23/2023,MWI.23.1_1,4/23/2023,0,0.63398,26.118,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.23.2_1_4/23/2023,MWI.23.2_1,4/23/2023,0,0.67985712,27.05898734,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.23.3_1_4/23/2023,MWI.23.3_1,4/23/2023,0,0.754103175,25.71634921,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.23.4_1_4/23/2023,MWI.23.4_1,4/23/2023,0,0.710076923,25.31895105,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.23.5_1_4/23/2023,MWI.23.5_1,4/23/2023,0,0.653406051,26.60799363,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.23.6_1_4/23/2023,MWI.23.6_1,4/23/2023,0,0.741023404,26.23404255,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.23.7_1_4/23/2023,MWI.23.7_1,4/23/2023,0,0.791674172,24.56536424,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.24.1_1_4/23/2023,MWI.24.1_1,4/23/2023,1.768495242,-0.083642373,25.05677966,Monitoring: Stable conditions,EMERGENCY: Extreme drought,70
MWI.24.2_1_4/23/2023,MWI.24.2_1,4/23/2023,0,0.621046785,28.39361849,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.24.3_1_4/23/2023,MWI.24.3_1,4/23/2023,0.319002072,0.528499299,27.59971524,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.25.1_1_4/23/2023,MWI.25.1_1,4/23/2023,0,0.116942441,24.06398184,Monitoring: Stable conditions,EMERGENCY: Extreme drought,70
MWI.25.2_1_4/23/2023,MWI.25.2_1,4/23/2023,0,0.746821218,20.50794383,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.25.3_1_4/23/2023,MWI.25.3_1,4/23/2023,0,0.649625,26.17125,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.25.4_1_4/23/2023,MWI.25.4_1,4/23/2023,0,0.657908065,22.81595041,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.25.5_1_4/23/2023,MWI.25.5_1,4/23/2023,0,0.659147531,23.15214765,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.25.6_1_4/23/2023,MWI.25.6_1,4/23/2023,0,0.753145,24.73775,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.25.7_1_4/23/2023,MWI.25.7_1,4/23/2023,0,0.712447841,24.21490975,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.25.8_1_4/23/2023,MWI.25.8_1,4/23/2023,0,0.708527022,23.4829505,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.25.9_1_4/23/2023,MWI.25.9_1,4/23/2023,0,0.730096659,24.99857759,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.25.10_1_4/23/2023,MWI.25.10_1,4/23/2023,0,0.703698936,25.9387234,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.25.11_1_4/23/2023,MWI.25.11_1,4/23/2023,0,0.675835417,23.01273684,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.25.12_1_4/23/2023,MWI.25.12_1,4/23/2023,0,0.739008356,24.94597796,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.26.1_1_4/23/2023,MWI.26.1_1,4/23/2023,0,0.356114089,24.94380846,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.26.2_1_4/23/2023,MWI.26.2_1,4/23/2023,0,0.574305,30.299,Monitoring: Stable conditions,EMERGENCY: Extreme drought,55
MWI.26.3_1_4/23/2023,MWI.26.3_1,4/23/2023,0,0.610213235,29.54323529,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.26.4_1_4/23/2023,MWI.26.4_1,4/23/2023,0,0.725802524,28.32293375,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.26.5_1_4/23/2023,MWI.26.5_1,4/23/2023,0,0.723343871,28.04083871,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.26.6_1_4/23/2023,MWI.26.6_1,4/23/2023,0,0.716828947,28.51890977,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.26.7_1_4/23/2023,MWI.26.7_1,4/23/2023,0,0.697228112,28.63787149,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.26.8_1_4/23/2023,MWI.26.8_1,4/23/2023,0,0.670896682,26.79240741,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.26.9_1_4/23/2023,MWI.26.9_1,4/23/2023,0,0.642510244,28.13604878,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.26.10_1_4/23/2023,MWI.26.10_1,4/23/2023,0,0.675242169,28.74895582,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.26.11_1_4/23/2023,MWI.26.11_1,4/23/2023,0,0.692085593,28.70966102,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.27.1_1_4/23/2023,MWI.27.1_1,4/23/2023,0,0.671509091,27.70272727,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.27.2_1_4/23/2023,MWI.27.2_1,4/23/2023,0,0.758869061,26.25154696,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.27.3_1_4/23/2023,MWI.27.3_1,4/23/2023,0,0.710242405,26.98088608,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.27.4_1_4/23/2023,MWI.27.4_1,4/23/2023,0,0.749771579,26.56589474,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.27.5_1_4/23/2023,MWI.27.5_1,4/23/2023,0,0.69312,28.78657143,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.27.6_1_4/23/2023,MWI.27.6_1,4/23/2023,0,0.620250909,26.16743191,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.1.1_1_5/9/2023,MWI.1.1_1,5/9/2023,0,0.547381818,28.11181818,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.1.2_1_5/9/2023,MWI.1.2_1,5/9/2023,0,0.643335794,27.71024609,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.1.3_1_5/9/2023,MWI.1.3_1,5/9/2023,0,0.66242136,27.69914561,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.2.1_1_5/9/2023,MWI.2.1_1,5/9/2023,0,0.528219081,26.71784452,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.2.2_1_5/9/2023,MWI.2.2_1,5/9/2023,0,0.645822772,28.23858086,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.2.3_1_5/9/2023,MWI.2.3_1,5/9/2023,0,0.591340625,28.48757813,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.2.4_1_5/9/2023,MWI.2.4_1,5/9/2023,0,0.636883816,27.91777778,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.2.5_1_5/9/2023,MWI.2.5_1,5/9/2023,0,0.626981508,28.25262118,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.2.6_1_5/9/2023,MWI.2.6_1,5/9/2023,0,0.625114815,28.10024691,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.2.7_1_5/9/2023,MWI.2.7_1,5/9/2023,0,0.596656977,27.63744186,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.2.8_1_5/9/2023,MWI.2.8_1,5/9/2023,0,0.637194667,27.98786667,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.2.9_1_5/9/2023,MWI.2.9_1,5/9/2023,0,0.642218627,26.31215686,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.3.1_1_5/9/2023,MWI.3.1_1,5/9/2023,0,0.52774,29.05,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.3.2_1_5/9/2023,MWI.3.2_1,5/9/2023,0,0.668311532,27.02433099,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.3.3_1_5/9/2023,MWI.3.3_1,5/9/2023,0,0.719931863,26.23723039,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.3.4_1_5/9/2023,MWI.3.4_1,5/9/2023,0,0.49935,31.3175,Monitoring: Stable conditions,EMERGENCY: Extreme drought,55
MWI.3.5_1_5/9/2023,MWI.3.5_1,5/9/2023,0,0.598886006,28.57502554,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.3.6_1_5/9/2023,MWI.3.6_1,5/9/2023,0,0.628900223,27.36265033,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.3.7_1_5/9/2023,MWI.3.7_1,5/9/2023,0,0.546958031,29.60088083,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.3.8_1_5/9/2023,MWI.3.8_1,5/9/2023,0,0.597071901,28.89107438,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.3.9_1_5/9/2023,MWI.3.9_1,5/9/2023,0,0.64739646,27.40412389,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.3.10_1_5/9/2023,MWI.3.10_1,5/9/2023,0,0.584990173,28.96445087,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.3.11_1_5/9/2023,MWI.3.11_1,5/9/2023,0.084394718,0.568310146,30.08549577,Monitoring: Stable conditions,EMERGENCY: Extreme drought,55
MWI.4.1_1_5/9/2023,MWI.4.1_1,5/9/2023,0.042197359,0.63076,24.77,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.4.2_1_5/9/2023,MWI.4.2_1,5/9/2023,0,0.648073973,26.84315068,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.4.3_1_5/9/2023,MWI.4.3_1,5/9/2023,0,0.586460317,28.13603175,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.4.4_1_5/9/2023,MWI.4.4_1,5/9/2023,0,0.585816912,27.19397059,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.4.5_1_5/9/2023,MWI.4.5_1,5/9/2023,0,0.608941477,26.67,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.4.6_1_5/9/2023,MWI.4.6_1,5/9/2023,0,0.617889565,27.56704348,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.4.7_1_5/9/2023,MWI.4.7_1,5/9/2023,0,0.573940252,28.43125786,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.5.1_1_5/9/2023,MWI.5.1_1,5/9/2023,0,0.41605,26.865,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.5.2_1_5/9/2023,MWI.5.2_1,5/9/2023,0,0.711893569,20.42997446,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.5.3_1_5/9/2023,MWI.5.3_1,5/9/2023,0,0.617399396,25.39901408,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.5.4_1_5/9/2023,MWI.5.4_1,5/9/2023,0,0.597110417,25.30642662,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.5.5_1_5/9/2023,MWI.5.5_1,5/9/2023,3.091405002,0.564973924,22.56229025,Monitoring: Stable conditions,ALERT: Severe drought,40
MWI.5.6_1_5/9/2023,MWI.5.6_1,5/9/2023,0,0.653837429,21.84,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.5.7_1_5/9/2023,MWI.5.7_1,5/9/2023,0,0.644753398,24.03545455,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.6.1_1_5/9/2023,MWI.6.1_1,5/9/2023,0,0.5202,24.79916667,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.6.2_1_5/9/2023,MWI.6.2_1,5/9/2023,0,0.270332308,23.8123695,Monitoring: Stable conditions,EMERGENCY: Extreme drought,61
MWI.6.3_1_5/9/2023,MWI.6.3_1,5/9/2023,0,0.525137349,27.90180723,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.6.4_1_5/9/2023,MWI.6.4_1,5/9/2023,0,0.55172226,28.51027397,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.6.5_1_5/9/2023,MWI.6.5_1,5/9/2023,5.112814903,0.608631489,23.96548936,Monitoring: Stable conditions,WATCH: Moderate drought,32
MWI.6.6_1_5/9/2023,MWI.6.6_1,5/9/2023,0.722209844,0.642450121,27.362657,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.6.7_1_5/9/2023,MWI.6.7_1,5/9/2023,0.309471984,0.580933288,26.48986301,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.6.8_1_5/9/2023,MWI.6.8_1,5/9/2023,3.430231195,0.61249913,24.47463768,Monitoring: Stable conditions,ALERT: Severe drought,40
MWI.6.9_1_5/9/2023,MWI.6.9_1,5/9/2023,0.558308261,0.569699167,27.11858333,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.6.10_1_5/9/2023,MWI.6.10_1,5/9/2023,1.289784936,0.613530526,25.75112281,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.7.1_1_5/9/2023,MWI.7.1_1,5/9/2023,0.644892468,0.586242857,25.90428571,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.7.2_1_5/9/2023,MWI.7.2_1,5/9/2023,0,0.41945,28.25833333,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.7.3_1_5/9/2023,MWI.7.3_1,5/9/2023,0.819485374,0.55089461,27.40444954,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.7.4_1_5/9/2023,MWI.7.4_1,5/9/2023,0.168922603,0.532861887,27.55588679,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.7.5_1_5/9/2023,MWI.7.5_1,5/9/2023,0.592120988,0.583918261,25.95026087,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.7.6_1_5/9/2023,MWI.7.6_1,5/9/2023,0,0.512217277,27.77157068,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.7.7_1_5/9/2023,MWI.7.7_1,5/9/2023,4.435278998,0.626155222,26.2131962,Monitoring: Stable conditions,ALERT: Severe drought,40
MWI.7.8_1_5/9/2023,MWI.7.8_1,5/9/2023,0,0.521778522,27.58833718,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.7.9_1_5/9/2023,MWI.7.9_1,5/9/2023,1.155921391,0.583355556,25.57263653,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.8.1_1_5/9/2023,MWI.8.1_1,5/9/2023,3.522464037,0.551556863,28.71352941,Monitoring: Stable conditions,ALERT: Severe drought,40
MWI.8.2_1_5/9/2023,MWI.8.2_1,5/9/2023,1.878334494,0.233369384,23.46893799,Monitoring: Stable conditions,EMERGENCY: Extreme drought,61
MWI.8.3_1_5/9/2023,MWI.8.3_1,5/9/2023,0,0.732609615,21.81642162,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.8.4_1_5/9/2023,MWI.8.4_1,5/9/2023,6.635134697,0.753253821,25.25908213,Monitoring: Stable conditions,WATCH: Moderate drought,32
MWI.8.5_1_5/9/2023,MWI.8.5_1,5/9/2023,0.474425375,0.62418995,28.8372449,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.8.6_1_5/9/2023,MWI.8.6_1,5/9/2023,5.204472629,0.647068229,24.87468966,Monitoring: Stable conditions,WATCH: Moderate drought,32
MWI.8.7_1_5/9/2023,MWI.8.7_1,5/9/2023,1.728022636,0.663141804,25.3398096,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.8.8_1_5/9/2023,MWI.8.8_1,5/9/2023,1.671198527,0.664980336,26.92074286,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.9.1_1_5/9/2023,MWI.9.1_1,5/9/2023,0,0.541876087,27.55565217,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.9.2_1_5/9/2023,MWI.9.2_1,5/9/2023,0.267814636,0.702003852,24.67250883,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.9.3_1_5/9/2023,MWI.9.3_1,5/9/2023,0,0.549377045,28.26139842,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.9.4_1_5/9/2023,MWI.9.4_1,5/9/2023,0,0.515665385,27.31307692,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.9.5_1_5/9/2023,MWI.9.5_1,5/9/2023,1.232950401,0.571818662,27.60083655,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.9.6_1_5/9/2023,MWI.9.6_1,5/9/2023,0,0.562651368,27.37808511,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.9.7_1_5/9/2023,MWI.9.7_1,5/9/2023,0,0.512978235,27.16429412,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.9.8_1_5/9/2023,MWI.9.8_1,5/9/2023,0.893368816,0.536270938,28.0680625,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.9.9_1_5/9/2023,MWI.9.9_1,5/9/2023,0,0.55651405,26.37975207,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.9.10_1_5/9/2023,MWI.9.10_1,5/9/2023,0,0.535966136,28.09454414,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.9.11_1_5/9/2023,MWI.9.11_1,5/9/2023,0,0.516833958,27.513,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.9.12_1_5/9/2023,MWI.9.12_1,5/9/2023,0,0.561682196,27.4227003,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
